6/29/2010,19,25,17.54,23.89,18766300,23.89
6/30/2010,25.79,30.42,23.3,23.83,17187100,23.83
7/1/2010,25,25.92,20.27,21.96,8218800,21.96
7/2/2010,23,23.1,18.71,19.2,5139800,19.2
7/6/2010,20,20,15.83,16.11,6866900,16.11
7/7/2010,16.4,16.63,14.98,15.8,6921700,15.8
7/8/2010,16.14,17.52,15.57,17.46,7711400,17.46
7/9/2010,17.58,17.9,16.55,17.4,4050600,17.4
7/12/2010,17.95,18.07,17,17.05,2202500,17.05
